movieId,rating_count,rating_mean,pop_score
4499,16,4.125,3.9069878598899783
1,215,3.9209302325581397,3.9048074860317312
6502,57,3.9649122807017543,3.9042042441364093
8014,10,4.25,3.9040842178569712
29,36,4.0,3.9039496599378136
58,36,4.0,3.9039496599378136
1281,15,4.133333333333334,3.9032673742855772
3836,15,4.133333333333334,3.9032673742855772
5690,15,4.133333333333334,3.9032673742855772
81834,45,3.977777777777778,3.901485170129808
49272,80,3.94375,3.900907603968216
215,24,4.041666666666667,3.8994613046217483
62336,9,4.277777777777778,3.899036018796812
116897,9,4.277777777777778,3.899036018796812
111759,43,3.9767441860465116,3.897767629379989
2951,38,3.986842105263158,3.8975350907737383
60684,42,3.9761904761904763,3.8958016222526815
954,18,4.083333333333333,3.895774441326408
72226,18,4.083333333333333,3.895774441326408
1299,27,4.018518518518518,3.894099577219984
8132,8,4.3125,3.893426908729968
119145,36,3.986111111111111,3.8930800947204225
48774,64,3.9453125,3.8929957345559383
1732,106,3.9245283018867925,3.8929455548029264
5989,115,3.9217391304347826,3.8926534748571155
33660,17,4.088235294117647,3.891914235449608
2565,12,4.166666666666667,3.890076561688156
1304,62,3.943548387096774,3.890023393849159
105504,21,4.0476190476190474,3.88973175345611
1080,89,3.9269662921348316,3.889713983405449
2194,65,3.9384615384615387,3.8877557914285257
3000,47,3.9574468085106385,3.8873979711778848
16,82,3.926829268292683,3.886757438664559
7022,29,4.0,3.8867098553112673
994,11,4.181818181818182,3.8848421122447343
1950,11,4.181818181818182,3.8848421122447343
2921,11,4.181818181818182,3.8848421122447343
4642,11,4.181818181818182,3.8848421122447343
2762,178,3.901685393258427,3.883413214665635
1103,15,4.1,3.883267374285577
3671,62,3.935483870967742,3.8830789494047147
3328,19,4.052631578947368,3.882127046797911
1240,128,3.90625,3.8810266982401407
3334,10,4.2,3.8790842178569713
5500,10,4.2,3.8790842178569713
71899,10,4.2,3.8790842178569713
98961,14,4.107142857142857,3.8784035148808096
76093,51,3.9411764705882355,3.878388268149827
1224,18,4.055555555555555,3.8779172984692654
3910,18,4.055555555555555,3.8779172984692654
55118,18,4.055555555555555,3.8779172984692654
3504,22,4.0227272727272725,3.877552636160607
93840,22,4.0227272727272725,3.877552636160607
1079,71,3.9225352112676055,3.877551658730116
88163,30,3.9833333333333334,3.877042108928485
3949,95,3.9105263157894736,3.8769684224489467
969,34,3.9705882352941178,3.8768564626622597
5902,46,3.9456521739130435,3.8764586492346327
64614,46,3.9456521739130435,3.8764586492346327
34405,50,3.94,3.8763614059523235
2300,33,3.9696969696969697,3.873992659468359
2020,25,4.0,3.873762410203984
2398,17,4.0588235294117645,3.8733957169310895
26662,17,4.0588235294117645,3.8733957169310895
3213,13,4.115384615384615,3.873116711179975
3814,9,4.222222222222222,3.8727202293231278
55442,9,4.222222222222222,3.8727202293231278
6807,40,3.95,3.8716336871427885
68237,32,3.96875,3.8709924846937955
97304,28,3.982142857142857,3.8705706409773533
1357,24,4.0,3.8700495399158656
6787,24,4.0,3.8700495399158656
308,20,4.025,3.869389478571314
7371,20,4.025,3.869389478571314
1227,16,4.0625,3.8685263214284396
4262,65,3.9153846153846152,3.867755791428526
5060,46,3.9347826086956523,3.8675300778060615
1277,12,4.125,3.8673492889608827
4144,12,4.125,3.8673492889608827
8368,91,3.901098901098901,3.867145389674648
866,23,4.0,3.8661116471860435
7099,23,4.0,3.8661116471860435
3200,8,4.25,3.8656491309521903
2288,45,3.933333333333333,3.8651215337661715
924,108,3.8935185185185186,3.8650990199757578
2686,19,4.026315789473684,3.8648856674875662
164179,26,3.980769230769231,3.8633801210316507
3507,15,4.066666666666666,3.863267374285577
3972,15,4.066666666666666,3.863267374285577
2076,44,3.9318181818181817,3.86262378439147
106782,54,3.9166666666666665,3.8606513180803033
441,42,3.9285714285714284,3.8573400837911427
4034,70,3.9,3.857271054464243
44191,98,3.8877551020408165,3.8572378181216616
2186,24,3.9791666666666665,3.8553436575629245
2313,17,4.029411764705882,3.8548771984125714
5291,17,4.029411764705882,3.8548771984125714
1287,34,3.9411764705882355,3.8541291899349868
3019,10,4.15,3.8540842178569714
64716,10,4.15,3.8540842178569714
909,27,3.962962962962963,3.8535590366794437
3362,37,3.9324324324324325,3.8528017948327538
280,13,4.076923076923077,3.8513775807451918
1284,13,4.076923076923077,3.8513775807451918
265,33,3.9393939393939394,3.8507368455148705
1884,43,3.9186046511627906,3.850597818059234
55820,63,3.8968253968253967,3.850434032289581
919,92,3.880434782608696,3.848840042717053
4306,168,3.8660714285714284,3.8487735076243785
2248,39,3.923076923076923,3.848605803206927
4886,131,3.8702290076335877,3.848097052178294
3683,19,4.0,3.8476442881772215
1036,143,3.867132867132867,3.8469391134453557
1300,9,4.166666666666667,3.8464044398494437
2138,9,4.166666666666667,3.8464044398494437
3347,9,4.166666666666667,3.8464044398494437
3983,9,4.166666666666667,3.8464044398494437
6104,9,4.166666666666667,3.8464044398494437
46578,77,3.883116883116883,3.845766486863672
71535,51,3.9019607843137254,3.8456013829039253
1028,70,3.8857142857142857,3.8447710544642426
1073,115,3.869565217391304,3.8446534748571155
4963,118,3.8686440677966103,3.8443881590401516
2944,31,3.935483870967742,3.843455716027791
3897,82,3.8780487804878048,3.8432791777949937
2289,37,3.918918918918919,3.8421634969604135
2580,37,3.918918918918919,3.8421634969604135
1610,90,3.8722222222222222,3.8408168435713943
148626,24,3.9583333333333335,3.8406377752099834
88125,49,3.8979591836734695,3.8403675314769394
7438,107,3.864485981308411,3.838304994505465
33794,116,3.8620689655172415,3.8379498758503128
3675,8,4.1875,3.837871353174412
55908,8,4.1875,3.837871353174412
3359,11,4.090909090909091,3.837223064625687
3503,11,4.090909090909091,3.837223064625687
3741,11,4.090909090909091,3.837223064625687
5878,14,4.035714285714286,3.836736848214143
6440,14,4.035714285714286,3.836736848214143
175,20,3.975,3.836056145237981
48738,20,3.975,3.836056145237981
7090,37,3.9054054054054053,3.8315251990880728
55765,37,3.9054054054054053,3.8315251990880728
3114,96,3.859375,3.830959286388108
67255,25,3.94,3.830905267346841
1952,22,3.9545454545454546,3.830677636160607
89745,69,3.869565217391304,3.8301479032549293
1303,16,4.0,3.8300647829669012
1411,16,4.0,3.8300647829669012
7143,60,3.875,3.8297383479591343
223,104,3.855769230769231,3.829663897869644
290,13,4.038461538461538,3.8296384503104095
1251,13,4.038461538461538,3.8296384503104095
1957,13,4.038461538461538,3.8296384503104095
7482,13,4.038461538461538,3.8296384503104095
918,10,4.1,3.829084217856971
971,10,4.1,3.829084217856971
1131,10,4.1,3.829084217856971
55363,10,4.1,3.829084217856971
57504,10,4.1,3.829084217856971
1307,85,3.8588235294117648,3.827175624811994
150,200,3.84,3.826579449319711
166528,27,3.925925925925926,3.826532009652417
2700,76,3.861842105263158,3.8265312134551097
2791,87,3.8563218390804597,3.8255843748158704
5225,21,3.9523809523809526,3.825215624423852
1230,58,3.8706896551724137,3.8247306523108735
68358,58,3.8706896551724137,3.8247306523108735
1356,89,3.853932584269663,3.824057417748883
32587,83,3.855421686746988,3.8234589715821445
33166,49,3.877551020408163,3.8234183789345666
84152,29,3.913793103448276,3.822607291208703
54503,54,3.8703703703703702,3.8215888180803033
3095,9,4.111111111111111,3.8200886503757587
7132,9,4.111111111111111,3.8200886503757587
1358,45,3.8777777777777778,3.819666988311626
1292,20,3.95,3.8193894785713143
261,42,3.880952380952381,3.8188785453296044
134853,42,3.880952380952381,3.8188785453296044
1269,28,3.9107142857142856,3.8179390620299847
83134,17,3.9705882352941178,3.817840161375534
106100,17,3.9705882352941178,3.817840161375534
745,47,3.872340425531915,3.8172225325813933
69844,55,3.8636363636363638,3.816641297802145
106920,25,3.92,3.816619553061126
5903,44,3.875,3.8163274880951743
2918,109,3.8394495412844036,3.815812473589407
3100,22,3.9318181818181817,3.815052636160607
2871,30,3.9,3.814542108928485
965,11,4.045454545454546,3.813413540816163
1273,11,4.045454545454546,3.813413540816163
3996,110,3.8363636363636364,3.8131807029761617
106918,19,3.9473684210526314,3.8131615295565315
529,40,3.875,3.8116336871427885
55247,40,3.875,3.8116336871427885
590,162,3.8271604938271606,3.8115214206810433
152081,32,3.890625,3.8114686751699858
66934,24,3.9166666666666665,3.8112260105041007
81847,24,3.9166666666666665,3.8112260105041007
50872,69,3.847826086956522,3.8111605614827777
1243,16,3.96875,3.810834013736132
80463,53,3.858490566037736,3.810820386621261
1279,8,4.125,3.8100935753966345
73017,58,3.853448275862069,3.8100247699579324
247,21,3.9285714285714284,3.8090865921657877
80489,21,3.9285714285714284,3.8090865921657877
1953,39,3.871794871794872,3.807789476676315
8961,124,3.8266129032258065,3.8065797340085035
2150,28,3.892857142857143,3.8047811672931426
1096,10,4.05,3.804084217856971
1241,10,4.05,3.804084217856971
54190,10,4.05,3.804084217856971
714,15,3.966666666666667,3.8032673742855767
1845,15,3.966666666666667,3.8032673742855767
5617,25,3.9,3.8023338387754118
7147,67,3.8358208955223883,3.799762134508304
30707,52,3.8461538461538463,3.7997045864054746
1921,47,3.851063829787234,3.799678672932271
1956,12,4.0,3.7991674707790644
2731,12,4.0,3.7991674707790644
3260,12,4.0,3.7991674707790644
27801,12,4.0,3.7991674707790644
1682,124,3.818548387096774,3.7991170474413387
187593,7,4.142857142857143,3.798922609243496
59315,94,3.824468085106383,3.7988623495878793
36,66,3.8333333333333335,3.797127425751835
838,29,3.8793103448275863,3.7969662655676775
2268,56,3.8392857142857144,3.7966921872293855
54001,56,3.8392857142857144,3.7966921872293855
307,24,3.8958333333333335,3.79652012815116
7387,19,3.9210526315789473,3.795920150246187
5418,112,3.8169642857142856,3.7957515111240934
2231,36,3.861111111111111,3.7952540077639005
86,14,3.9642857142857144,3.795070181547476
1344,14,3.9642857142857144,3.795070181547476
2947,53,3.839622641509434,3.794947370748245
108932,31,3.870967741935484,3.794675228222913
3363,43,3.8488372093023258,3.7939940444743288
89492,26,3.8846153846153846,3.793935676587206
122918,26,3.8846153846153846,3.793935676587206
1238,9,4.055555555555555,3.7937728609020747
1734,9,4.055555555555555,3.7937728609020747
4848,50,3.84,3.7930280726189904
2600,21,3.9047619047619047,3.792957559907723
1954,64,3.828125,3.791644383204587
1189,11,4.0,3.7896040170066394
1218,11,4.0,3.7896040170066394
1834,11,4.0,3.7896040170066394
3062,11,4.0,3.7896040170066394
65261,11,4.0,3.7896040170066394
77455,11,4.0,3.7896040170066394
91077,11,4.0,3.7896040170066394
3967,37,3.8513513513513513,3.7889720075987112
44665,37,3.8513513513513513,3.7889720075987112
2973,18,3.9166666666666665,3.788631584183551
122886,39,3.8461538461538463,3.7873813134110086
2078,53,3.830188679245283,3.787010862811737
5072,13,3.9615384615384617,3.786160189440844
262,20,3.9,3.78605614523798
902,36,3.8472222222222223,3.7843844425465094
139385,29,3.8620689655172415,3.7841457527471647
4235,22,3.8863636363636362,3.783802636160607
1961,96,3.8072916666666665,3.783789475067353
3552,52,3.826923076923077,3.7835755541474105
104374,15,3.933333333333333,3.783267374285577
98809,38,3.8421052631578947,3.7829517574404044
1132,8,4.0625,3.782315797618857
1939,8,4.0625,3.782315797618857
57274,8,4.0625,3.782315797618857
40815,70,3.8142857142857145,3.782271054464243
1748,47,3.8297872340425534,3.7821348132831476
1449,24,3.875,3.7818142457982185
61240,17,3.911764705882353,3.780803124338497
3499,42,3.8333333333333335,3.780417006868066
93510,26,3.8653846153846154,3.7800467876983173
115713,26,3.8653846153846154,3.7800467876983173
122882,44,3.8295454545454546,3.779290451058137
553,62,3.814516129032258,3.7789122827380477
3740,28,3.857142857142857,3.7784653778194586
588,181,3.7900552486187844,3.7779145777860696
1408,39,3.8333333333333335,3.7771772317783556
8370,12,3.9583333333333335,3.776440198051792
4239,50,3.82,3.7763614059523234
122904,52,3.8173076923076925,3.7755110380183785
37741,23,3.869565217391304,3.7752025562769527
116823,23,3.869565217391304,3.7752025562769527
1263,43,3.8255813953488373,3.775126119946027
2966,14,3.9285714285714284,3.7742368482141426
3198,14,3.9285714285714284,3.7742368482141426
8636,78,3.801282051282051,3.7736555040584023
48394,80,3.8,3.773129826190438
4027,93,3.795698924731183,3.7726377122052375
4002,27,3.8518518518518516,3.7724779555983625
7360,16,3.90625,3.7723724752745937
1967,40,3.825,3.771633687142789
115617,40,3.825,3.771633687142789
272,29,3.8448275862068964,3.771325239926652
2064,31,3.838709677419355,3.7702849843204738
63082,70,3.8,3.7697710544642424
1220,83,3.7951807228915664,3.7696955307219295
31410,20,3.875,3.7693894785713136
5010,50,3.81,3.7680280726189905
97,9,4.0,3.7674570714283906
2917,9,4.0,3.7674570714283906
3022,9,4.0,3.7674570714283906
2529,56,3.8035714285714284,3.766389156926355
1944,11,3.9545454545454546,3.7657944931971157
3783,11,3.9545454545454546,3.7657944931971157
59387,11,3.9545454545454546,3.7657944931971157
497,43,3.813953488372093,3.765692157681876
115149,28,3.8392857142857144,3.7653074830826165
6539,149,3.778523489932886,3.764664681491443
555,64,3.796875,3.7646173561775598
4033,13,3.923076923076923,3.764421059006062
6331,13,3.923076923076923,3.764421059006062
5064,32,3.828125,3.7638496275509383
1997,53,3.80188679245283,3.7632013390022134
1635,17,3.8823529411764706,3.762284605819979
6283,19,3.8684210526315788,3.7614373916254973
1231,21,3.857142857142857,3.760699495391594
2010,21,3.857142857142857,3.760699495391594
337,75,3.7866666666666666,3.7597845218486987
595,145,3.7724137931034485,3.7585915119815443
1912,31,3.8225806451612905,3.7580898623692547
2716,119,3.773109243697479,3.75644716555922
2396,92,3.777173913043478,3.755702787815092
333,49,3.795918367346939,3.7556217687650753
96079,49,3.795918367346939,3.7556217687650753
3727,6,4.083333333333333,3.755105272321214
3535,59,3.788135593220339,3.7548070196686876
6942,59,3.788135593220339,3.7548070196686876
74,8,4.0,3.754538019841079
940,8,4.0,3.754538019841079
2935,8,4.0,3.754538019841079
3498,8,4.0,3.754538019841079
7063,8,4.0,3.754538019841079
7256,8,4.0,3.754538019841079
27803,8,4.0,3.754538019841079
52952,8,4.0,3.754538019841079
79008,8,4.0,3.754538019841079
94,10,3.95,3.7540842178569713
1185,10,3.95,3.7540842178569713
4103,10,3.95,3.7540842178569713
27815,10,3.95,3.7540842178569713
65514,10,3.95,3.7540842178569713
89904,10,3.95,3.7540842178569713
2739,12,3.9166666666666665,3.7537129253245194
122912,12,3.9166666666666665,3.7537129253245194
232,14,3.892857142857143,3.7534035148808096
1955,14,3.892857142857143,3.7534035148808096
2912,14,3.892857142857143,3.7534035148808096
8366,14,3.892857142857143,3.7534035148808096
26776,14,3.892857142857143,3.7534035148808096
103141,16,3.875,3.753141706043824
955,18,3.861111111111111,3.7529172984692654
5782,18,3.861111111111111,3.7529172984692654
5954,22,3.840909090909091,3.752552636160607
51935,24,3.8333333333333335,3.752402481092336
3108,36,3.8055555555555554,3.751775746894335
44199,40,3.8,3.7516336871427884
4776,50,3.79,3.751361405952324
1282,52,3.7884615384615383,3.7513174896312806
70286,64,3.78125,3.7511038426640466
1968,112,3.767857142857143,3.7506695439109787
1097,122,3.7663934426229506,3.7506188208874196
87232,43,3.7906976744186047,3.7468242331535744
5444,29,3.810344827586207,3.7456842142856264
1253,25,3.82,3.745190981632555
88810,21,3.8333333333333335,3.7445704631335297
17,66,3.772727272727273,3.7444958468044662
5669,58,3.7758620689655173,3.7438482993696978
3060,15,3.8666666666666667,3.743267374285577
1211,13,3.8846153846153846,3.7426819285712796
5026,13,3.8846153846153846,3.7426819285712796
45728,13,3.8846153846153846,3.7426819285712796
4896,106,3.759433962264151,3.7420834858374095
2648,11,3.909090909090909,3.741984969387592
3053,11,3.909090909090909,3.741984969387592
54881,11,3.909090909090909,3.741984969387592
47610,42,3.7857142857142856,3.7419554684065273
8665,73,3.767123287671233,3.7419480043028845
2843,9,3.9444444444444446,3.7411412819547065
2924,9,3.9444444444444446,3.7411412819547065
6617,9,3.9444444444444446,3.7411412819547065
53123,9,3.9444444444444446,3.7411412819547065
64620,9,3.9444444444444446,3.7411412819547065
56367,65,3.769230769230769,3.741089124761859
1663,34,3.7941176470588234,3.740492826298623
480,236,3.7478813559322033,3.7401694486062573
111362,28,3.8035714285714284,3.738991693608932
1374,62,3.7661290322580645,3.737245616071381
4105,22,3.8181818181818183,3.736927636160607
1175,20,3.825,3.7360561452379804
96821,20,3.825,3.7360561452379804
14,18,3.8333333333333335,3.7350601556121226
6620,18,3.8333333333333335,3.7350601556121226
81562,18,3.8333333333333335,3.7350601556121226
55276,16,3.84375,3.733910936813055
30749,46,3.7717391304347827,3.7336015063774894
3448,42,3.7738095238095237,3.7323400837911427
8873,27,3.7962962962962963,3.731937415057822
80549,27,3.7962962962962963,3.731937415057822
154,12,3.875,3.730985652597246
4029,12,3.875,3.730985652597246
44761,12,3.875,3.730985652597246
1293,25,3.8,3.7309052673468406
1527,116,3.7456896551724137,3.7308070187074556
1256,23,3.8043478260869565,3.7297480108224073
1147,10,3.9,3.729084217856971
2176,10,3.9,3.729084217856971
3035,10,3.9,3.729084217856971
3831,10,3.9,3.729084217856971
27846,10,3.9,3.729084217856971
56251,10,3.9,3.729084217856971
114935,10,3.9,3.729084217856971
47099,45,3.7666666666666666,3.7287578974025353
1641,56,3.7589285714285716,3.728510369047567
41997,21,3.8095238095238093,3.7284414308754648
69,19,3.8157894736842106,3.726954633004808
27611,19,3.8157894736842106,3.726954633004808
27831,19,3.8157894736842106,3.726954633004808
932,8,3.9375,3.7267602420633015
3549,8,3.9375,3.7267602420633015
4437,8,3.9375,3.7267602420633015
4914,8,3.9375,3.7267602420633015
6214,8,3.9375,3.7267602420633015
7802,8,3.9375,3.7267602420633015
101142,8,3.9375,3.7267602420633015
163645,8,3.9375,3.7267602420633015
109374,50,3.76,3.7263614059523236
6618,17,3.823529411764706,3.7252475687829416
112290,17,3.823529411764706,3.7252475687829416
3159,15,3.8333333333333335,3.7232673742855766
2352,24,3.7916666666666665,3.722990716386454
1285,40,3.7625,3.7216336871427886
1958,22,3.7954545454545454,3.721302636160607
2391,22,3.7954545454545454,3.721302636160607
3307,13,3.8461538461538463,3.7209427981364964
8641,56,3.75,3.72093461147181
40819,38,3.763157894736842,3.7204517574404044
91542,38,3.763157894736842,3.7204517574404044
49530,52,3.75,3.7190594251151525
1289,11,3.8636363636363638,3.7181754455780682
5294,11,3.8636363636363638,3.7181754455780682
5608,11,3.8636363636363638,3.7181754455780682
5812,11,3.8636363636363638,3.7181754455780682
48082,11,3.8636363636363638,3.7181754455780682
98243,11,3.8636363636363638,3.7181754455780682
57640,18,3.8055555555555554,3.7172030127549798
176371,18,3.8055555555555554,3.7172030127549798
1343,25,3.78,3.7166195530611263
