movieId,title,genres,year,has_year,title_clean,tags,tmdbId
29,"City of Lost Children, The (Cité des enfants perdus, La) (1995)",Adventure|Drama|Fantasy|Mystery|Sci-Fi,1995,True,"City of Lost Children, The (Cité des enfants perdus, La)",kidnapping,902.0
30,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),Crime|Drama,1995,True,Shanghai Triad (Yao a yao yao dao waipo qiao),,37557.0
31,Dangerous Minds (1995),Drama,1995,True,Dangerous Minds,"high school, teacher",9909.0
32,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),Mystery|Sci-Fi|Thriller,1995,True,Twelve Monkeys (a.k.a. 12 Monkeys),"time travel, brad pitt, bruce willis, mindfuck, post apocalyptic, post-apocalyptic, remake, twist ending",63.0
34,Babe (1995),Children|Drama,1995,True,Babe,"animal movie, pigs, villain nonexistent or not needed for good story",9598.0
36,Dead Man Walking (1995),Crime|Drama,1995,True,Dead Man Walking,"death penalty, nun",687.0
38,It Takes Two (1995),Children|Comedy,1995,True,It Takes Two,twins,33689.0
39,Clueless (1995),Comedy|Romance,1995,True,Clueless,"chick flick, funny, paul rudd, quotable, seen more than once, emma, jane austen",9603.0
40,"Cry, the Beloved Country (1995)",Drama,1995,True,"Cry, the Beloved Country","in netflix queue, south africa",34615.0
41,Richard III (1995),Drama|War,1995,True,Richard III,shakespeare,31174.0
42,Dead Presidents (1995),Action|Crime|Drama,1995,True,Dead Presidents,,11443.0
43,Restoration (1995),Drama,1995,True,Restoration,england,35196.0
44,Mortal Kombat (1995),Action|Adventure|Fantasy,1995,True,Mortal Kombat,,9312.0
45,To Die For (1995),Comedy|Drama|Thriller,1995,True,To Die For,journalism,577.0
46,How to Make an American Quilt (1995),Drama|Romance,1995,True,How to Make an American Quilt,wedding,11861.0
47,Seven (a.k.a. Se7en) (1995),Mystery|Thriller,1995,True,Seven (a.k.a. Se7en),"mystery, twist ending, serial killer",807.0
48,Pocahontas (1995),Animation|Children|Drama|Musical|Romance,1995,True,Pocahontas,,10530.0
49,When Night Is Falling (1995),Drama|Romance,1995,True,When Night Is Falling,,8391.0
50,"Usual Suspects, The (1995)",Crime|Mystery|Thriller,1995,True,"Usual Suspects, The","mindfuck, suspense, thriller, tricky, twist ending, heist",629.0
52,Mighty Aphrodite (1995),Comedy|Drama|Romance,1995,True,Mighty Aphrodite,"adoption, prostitution",11448.0
53,Lamerica (1994),Adventure|Drama,1994,True,Lamerica,,49133.0
54,"Big Green, The (1995)",Children|Comedy,1995,True,"Big Green, The",,26441.0
55,Georgia (1995),Drama,1995,True,Georgia,,97406.0
57,Home for the Holidays (1995),Drama,1995,True,Home for the Holidays,,9089.0
58,"Postman, The (Postino, Il) (1994)",Comedy|Drama|Romance,1994,True,"Postman, The (Postino, Il)",writing,11010.0
60,"Indian in the Cupboard, The (1995)",Adventure|Children|Fantasy,1995,True,"Indian in the Cupboard, The",,11359.0
61,Eye for an Eye (1996),Drama|Thriller,1996,True,Eye for an Eye,,17182.0
62,Mr. Holland's Opus (1995),Drama,1995,True,Mr. Holland's Opus,music,2054.0
63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),Comedy|Crime,1996,True,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,,10607.0
64,Two if by Sea (1996),Comedy|Romance,1996,True,Two if by Sea,,19760.0
65,Bio-Dome (1996),Comedy,1996,True,Bio-Dome,,9536.0
66,Lawnmower Man 2: Beyond Cyberspace (1996),Action|Sci-Fi|Thriller,1996,True,Lawnmower Man 2: Beyond Cyberspace,,11525.0
68,French Twist (Gazon maudit) (1995),Comedy|Romance,1995,True,French Twist (Gazon maudit),,4482.0
69,Friday (1995),Comedy,1995,True,Friday,,10634.0
70,From Dusk Till Dawn (1996),Action|Comedy|Horror|Thriller,1996,True,From Dusk Till Dawn,,755.0
71,Fair Game (1995),Action,1995,True,Fair Game,,11859.0
72,Kicking and Screaming (1995),Comedy|Drama,1995,True,Kicking and Screaming,,28387.0
73,"Misérables, Les (1995)",Drama|War,1995,True,"Misérables, Les",,48750.0
74,Bed of Roses (1996),Drama|Romance,1996,True,Bed of Roses,,20927.0
75,Big Bully (1996),Comedy|Drama,1996,True,Big Bully,,36929.0
76,Screamers (1995),Action|Sci-Fi|Thriller,1995,True,Screamers,,9102.0
77,Nico Icon (1995),Documentary,1995,True,Nico Icon,,124626.0
78,"Crossing Guard, The (1995)",Action|Crime|Drama|Thriller,1995,True,"Crossing Guard, The",,27526.0
79,"Juror, The (1996)",Drama|Thriller,1996,True,"Juror, The",,9623.0
80,"White Balloon, The (Badkonake sefid) (1995)",Children|Drama,1995,True,"White Balloon, The (Badkonake sefid)",,46785.0
81,Things to Do in Denver When You're Dead (1995),Crime|Drama|Romance,1995,True,Things to Do in Denver When You're Dead,,400.0
82,Antonia's Line (Antonia) (1995),Comedy|Drama,1995,True,Antonia's Line (Antonia),,880.0
83,Once Upon a Time... When We Were Colored (1995),Drama|Romance,1995,True,Once Upon a Time... When We Were Colored,,146599.0
85,Angels and Insects (1995),Drama|Romance,1995,True,Angels and Insects,,8447.0
86,White Squall (1996),Action|Adventure|Drama,1996,True,White Squall,,10534.0
87,Dunston Checks In (1996),Children|Comedy,1996,True,Dunston Checks In,,17414.0
88,Black Sheep (1996),Comedy,1996,True,Black Sheep,,13997.0
89,Nick of Time (1995),Action|Thriller,1995,True,Nick of Time,,2086.0
92,Mary Reilly (1996),Drama|Horror|Thriller,1996,True,Mary Reilly,jekyll and hyde,9095.0
93,Vampire in Brooklyn (1995),Comedy|Horror|Romance,1995,True,Vampire in Brooklyn,,12158.0
94,Beautiful Girls (1996),Comedy|Drama|Romance,1996,True,Beautiful Girls,,9283.0
95,Broken Arrow (1996),Action|Adventure|Thriller,1996,True,Broken Arrow,,9208.0
96,In the Bleak Midwinter (1995),Comedy|Drama,1995,True,In the Bleak Midwinter,theater,40154.0
97,"Hate (Haine, La) (1995)",Crime|Drama,1995,True,"Hate (Haine, La)",,406.0
99,Heidi Fleiss: Hollywood Madam (1995),Documentary,1995,True,Heidi Fleiss: Hollywood Madam,,63076.0
100,City Hall (1996),Drama|Thriller,1996,True,City Hall,,11062.0
101,Bottle Rocket (1996),Adventure|Comedy|Crime|Romance,1996,True,Bottle Rocket,"crime, off-beat comedy, quirky",13685.0
102,Mr. Wrong (1996),Comedy,1996,True,Mr. Wrong,,47475.0
103,Unforgettable (1996),Mystery|Sci-Fi|Thriller,1996,True,Unforgettable,,2045.0
104,Happy Gilmore (1996),Comedy,1996,True,Happy Gilmore,"test tag, golf, adam sandler",9614.0
105,"Bridges of Madison County, The (1995)",Drama|Romance,1995,True,"Bridges of Madison County, The",,688.0
106,Nobody Loves Me (Keiner liebt mich) (1994),Comedy|Drama,1994,True,Nobody Loves Me (Keiner liebt mich),,11907.0
107,Muppet Treasure Island (1996),Adventure|Children|Comedy|Musical,1996,True,Muppet Treasure Island,muppets,10874.0
108,Catwalk (1996),Documentary,1996,True,Catwalk,,89333.0
110,Braveheart (1995),Action|Drama|War,1995,True,Braveheart,"beautiful scenery, epic, historical, inspirational, medieval, mel gibson, oscar (best cinematography), revenge, sword fight, scotland",197.0
111,Taxi Driver (1976),Crime|Drama|Thriller,1976,True,Taxi Driver,assassination,103.0
112,Rumble in the Bronx (Hont faan kui) (1995),Action|Adventure|Comedy|Crime,1995,True,Rumble in the Bronx (Hont faan kui),,33542.0
113,Before and After (1996),Drama|Mystery,1996,True,Before and After,,43566.0
116,Anne Frank Remembered (1995),Documentary,1995,True,Anne Frank Remembered,holocaust,51352.0
117,"Young Poisoner's Handbook, The (1995)",Crime|Drama,1995,True,"Young Poisoner's Handbook, The",,16934.0
118,If Lucy Fell (1996),Comedy|Romance,1996,True,If Lucy Fell,,10324.0
119,"Steal Big, Steal Little (1995)",Comedy,1995,True,"Steal Big, Steal Little",,78406.0
121,"Boys of St. Vincent, The (1992)",Drama,1992,True,"Boys of St. Vincent, The",,32119.0
122,Boomerang (1992),Comedy|Romance,1992,True,Boomerang,dating,11066.0
123,Chungking Express (Chung Hing sam lam) (1994),Drama|Mystery|Romance,1994,True,Chungking Express (Chung Hing sam lam),,11104.0
125,Flirting With Disaster (1996),Comedy,1996,True,Flirting With Disaster,,2074.0
126,"NeverEnding Story III, The (1994)",Adventure|Children|Fantasy,1994,True,"NeverEnding Story III, The",,27793.0
128,Jupiter's Wife (1994),Documentary,1994,True,Jupiter's Wife,,290157.0
129,Pie in the Sky (1996),Comedy|Romance,1996,True,Pie in the Sky,,110972.0
132,Jade (1995),Thriller,1995,True,Jade,,11863.0
135,Down Periscope (1996),Comedy,1996,True,Down Periscope,,9101.0
137,Man of the Year (1995),Documentary,1995,True,Man of the Year,,5757.0
140,Up Close and Personal (1996),Drama|Romance,1996,True,Up Close and Personal,journalism,9302.0
141,"Birdcage, The (1996)",Comedy,1996,True,"Birdcage, The",,11000.0
144,"Brothers McMullen, The (1995)",Comedy,1995,True,"Brothers McMullen, The",,16388.0
145,Bad Boys (1995),Action|Comedy|Crime|Drama|Thriller,1995,True,Bad Boys,,9737.0
146,"Amazing Panda Adventure, The (1995)",Adventure|Children,1995,True,"Amazing Panda Adventure, The",,30765.0
147,"Basketball Diaries, The (1995)",Drama,1995,True,"Basketball Diaries, The","addiction, heroin, leonardo dicaprio, mark wahlberg",10474.0
148,"Awfully Big Adventure, An (1995)",Drama,1995,True,"Awfully Big Adventure, An",,22279.0
149,Amateur (1994),Crime|Drama|Thriller,1994,True,Amateur,,30157.0
150,Apollo 13 (1995),Adventure|Drama|IMAX,1995,True,Apollo 13,"moon, nasa, space",568.0
151,Rob Roy (1995),Action|Drama|Romance|War,1995,True,Rob Roy,,11780.0
152,"Addiction, The (1995)",Drama|Horror,1995,True,"Addiction, The",,34996.0
153,Batman Forever (1995),Action|Adventure|Comedy|Crime,1995,True,Batman Forever,superhero,414.0
154,Beauty of the Day (Belle de jour) (1967),Drama,1967,True,Beauty of the Day (Belle de jour),,649.0
155,Beyond Rangoon (1995),Adventure|Drama|War,1995,True,Beyond Rangoon,,1873.0
156,Blue in the Face (1995),Comedy|Drama,1995,True,Blue in the Face,,5894.0
157,Canadian Bacon (1995),Comedy|War,1995,True,Canadian Bacon,,1775.0
158,Casper (1995),Adventure|Children,1995,True,Casper,,8839.0
159,Clockers (1995),Crime|Drama|Mystery,1995,True,Clockers,,20649.0
160,Congo (1995),Action|Adventure|Mystery|Sci-Fi,1995,True,Congo,michael crichton,10329.0
161,Crimson Tide (1995),Drama|Thriller|War,1995,True,Crimson Tide,submarine,8963.0
162,Crumb (1994),Documentary,1994,True,Crumb,in netflix queue,26564.0
163,Desperado (1995),Action|Romance|Western,1995,True,Desperado,,8068.0
164,Devil in a Blue Dress (1995),Crime|Film-Noir|Mystery|Thriller,1995,True,Devil in a Blue Dress,,8512.0
165,Die Hard: With a Vengeance (1995),Action|Crime|Thriller,1995,True,Die Hard: With a Vengeance,,1572.0
166,"Doom Generation, The (1995)",Comedy|Crime|Drama,1995,True,"Doom Generation, The",,13552.0
168,First Knight (1995),Action|Drama|Romance,1995,True,First Knight,,6520.0
169,Free Willy 2: The Adventure Home (1995),Adventure|Children|Drama,1995,True,Free Willy 2: The Adventure Home,,9073.0
170,Hackers (1995),Action|Adventure|Crime|Thriller,1995,True,Hackers,,10428.0
171,Jeffrey (1995),Comedy|Drama,1995,True,Jeffrey,,17447.0
172,Johnny Mnemonic (1995),Action|Sci-Fi|Thriller,1995,True,Johnny Mnemonic,,9886.0
173,Judge Dredd (1995),Action|Crime|Sci-Fi,1995,True,Judge Dredd,,9482.0
174,Jury Duty (1995),Comedy,1995,True,Jury Duty,,19326.0
175,Kids (1995),Drama,1995,True,Kids,"controversial, new york city, nudity (full frontal)",9344.0
176,Living in Oblivion (1995),Comedy,1995,True,Living in Oblivion,,9071.0
177,Lord of Illusions (1995),Horror,1995,True,Lord of Illusions,,8973.0
178,Love & Human Remains (1993),Comedy|Drama,1993,True,Love & Human Remains,,15730.0
179,Mad Love (1995),Drama|Romance,1995,True,Mad Love,,47608.0
180,Mallrats (1995),Comedy|Romance,1995,True,Mallrats,,2293.0
181,Mighty Morphin Power Rangers: The Movie (1995),Action|Children,1995,True,Mighty Morphin Power Rangers: The Movie,,9070.0
183,Mute Witness (1994),Comedy|Horror|Thriller,1994,True,Mute Witness,,48787.0
184,Nadja (1994),Drama,1994,True,Nadja,,34574.0
185,"Net, The (1995)",Action|Crime|Thriller,1995,True,"Net, The",computers,1642.0
186,Nine Months (1995),Comedy|Romance,1995,True,Nine Months,,11472.0
187,Party Girl (1995),Comedy,1995,True,Party Girl,,36196.0
188,"Prophecy, The (1995)",Fantasy|Horror|Mystery,1995,True,"Prophecy, The",,11980.0
189,Reckless (1995),Comedy|Fantasy,1995,True,Reckless,,58372.0
190,Safe (1995),Thriller,1995,True,Safe,,32646.0
191,"Scarlet Letter, The (1995)",Drama|Romance,1995,True,"Scarlet Letter, The",,10533.0
193,Showgirls (1995),Drama,1995,True,Showgirls,,10802.0
194,Smoke (1995),Comedy|Drama,1995,True,Smoke,,10149.0
195,Something to Talk About (1995),Comedy|Drama|Romance,1995,True,Something to Talk About,,18402.0
196,Species (1995),Horror|Sci-Fi,1995,True,Species,,9348.0
198,Strange Days (1995),Action|Crime|Drama|Mystery|Sci-Fi|Thriller,1995,True,Strange Days,,281.0
199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",Drama|Musical|Romance,1964,True,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les)",made me cry,5967.0
201,Three Wishes (1995),Drama|Fantasy,1995,True,Three Wishes,,47939.0
202,Total Eclipse (1995),Drama|Romance,1995,True,Total Eclipse,,36834.0
203,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",Comedy,1995,True,"To Wong Foo, Thanks for Everything! Julie Newmar",,9090.0
204,Under Siege 2: Dark Territory (1995),Action,1995,True,Under Siege 2: Dark Territory,,3512.0
205,Unstrung Heroes (1995),Comedy|Drama,1995,True,Unstrung Heroes,,52856.0
206,Unzipped (1995),Documentary,1995,True,Unzipped,,77350.0
207,"Walk in the Clouds, A (1995)",Drama|Romance,1995,True,"Walk in the Clouds, A",,9560.0
208,Waterworld (1995),Action|Adventure|Sci-Fi,1995,True,Waterworld,,9804.0
209,White Man's Burden (1995),Drama,1995,True,White Man's Burden,,31611.0
210,Wild Bill (1995),Western,1995,True,Wild Bill,,65796.0
211,"Browning Version, The (1994)",Drama,1994,True,"Browning Version, The",,49805.0
212,Bushwhacked (1995),Adventure|Comedy|Crime|Mystery,1995,True,Bushwhacked,,26258.0
213,Burnt by the Sun (Utomlyonnye solntsem) (1994),Drama,1994,True,Burnt by the Sun (Utomlyonnye solntsem),,50797.0
214,Before the Rain (Pred dozhdot) (1994),Drama|War,1994,True,Before the Rain (Pred dozhdot),,19155.0
215,Before Sunrise (1995),Drama|Romance,1995,True,Before Sunrise,generation x,76.0
216,Billy Madison (1995),Comedy,1995,True,Billy Madison,"school, adam sandler, stop looking at me swan",11017.0
217,"Babysitter, The (1995)",Drama|Thriller,1995,True,"Babysitter, The",,37141.0
218,Boys on the Side (1995),Comedy|Drama,1995,True,Boys on the Side,,9382.0
219,"Cure, The (1995)",Drama,1995,True,"Cure, The",,6715.0
220,Castle Freak (1995),Horror,1995,True,Castle Freak,,18256.0
222,Circle of Friends (1995),Drama|Romance,1995,True,Circle of Friends,ireland,22625.0
223,Clerks (1994),Comedy,1994,True,Clerks,"cynical, hilarious, independent film, quirky, witty, generation x",2292.0
224,Don Juan DeMarco (1995),Comedy|Drama|Romance,1995,True,Don Juan DeMarco,"mental illness, psychology",1909.0
225,Disclosure (1994),Drama|Thriller,1994,True,Disclosure,,8984.0
227,Drop Zone (1994),Action|Thriller,1994,True,Drop Zone,,4954.0
228,Destiny Turns on the Radio (1995),Comedy,1995,True,Destiny Turns on the Radio,,62488.0
229,Death and the Maiden (1994),Drama|Thriller,1994,True,Death and the Maiden,,10531.0
230,Dolores Claiborne (1995),Drama|Thriller,1995,True,Dolores Claiborne,stephen king,11929.0
231,Dumb & Dumber (Dumb and Dumber) (1994),Adventure|Comedy,1994,True,Dumb & Dumber (Dumb and Dumber),,8467.0
232,Eat Drink Man Woman (Yin shi nan nu) (1994),Comedy|Drama|Romance,1994,True,Eat Drink Man Woman (Yin shi nan nu),in netflix queue,10451.0
233,Exotica (1994),Drama,1994,True,Exotica,,20156.0
234,Exit to Eden (1994),Comedy,1994,True,Exit to Eden,,18395.0
235,Ed Wood (1994),Comedy|Drama,1994,True,Ed Wood,movie business,522.0
236,French Kiss (1995),Action|Comedy|Romance,1995,True,French Kiss,,397.0
237,Forget Paris (1995),Comedy|Romance,1995,True,Forget Paris,"basketball, france, infertility",10525.0
238,Far From Home: The Adventures of Yellow Dog (1995),Adventure|Children,1995,True,Far From Home: The Adventures of Yellow Dog,,27985.0
239,"Goofy Movie, A (1995)",Animation|Children|Comedy|Romance,1995,True,"Goofy Movie, A",,15789.0
240,Hideaway (1995),Thriller,1995,True,Hideaway,,27303.0
241,Fluke (1995),Children|Drama,1995,True,Fluke,,21183.0
242,Farinelli: il castrato (1994),Drama|Musical,1994,True,Farinelli: il castrato,,10954.0
243,Gordy (1995),Children|Comedy|Fantasy,1995,True,Gordy,,47867.0
246,Hoop Dreams (1994),Documentary,1994,True,Hoop Dreams,basketball,14275.0
247,Heavenly Creatures (1994),Crime|Drama,1994,True,Heavenly Creatures,australia,1024.0
248,Houseguest (1994),Comedy,1994,True,Houseguest,"bad, sinbad",17207.0
249,Immortal Beloved (1994),Drama|Romance,1994,True,Immortal Beloved,beethoven,13701.0
250,Heavyweights (Heavy Weights) (1995),Children|Comedy,1995,True,Heavyweights (Heavy Weights),,14819.0
251,"Hunted, The (1995)",Action,1995,True,"Hunted, The",,32631.0
252,I.Q. (1994),Comedy|Romance,1994,True,I.Q.,einstein,11777.0
253,Interview with the Vampire: The Vampire Chronicles (1994),Drama|Horror,1994,True,Interview with the Vampire: The Vampire Chronicles,,628.0
254,Jefferson in Paris (1995),Drama,1995,True,Jefferson in Paris,,87729.0
255,"Jerky Boys, The (1995)",Comedy,1995,True,"Jerky Boys, The",,18713.0
256,Junior (1994),Comedy|Sci-Fi,1994,True,Junior,,6280.0
257,Just Cause (1995),Mystery|Thriller,1995,True,Just Cause,court,9061.0
258,"Kid in King Arthur's Court, A (1995)",Adventure|Children|Comedy|Fantasy|Romance,1995,True,"Kid in King Arthur's Court, A",,37108.0
259,Kiss of Death (1995),Crime|Drama|Thriller,1995,True,Kiss of Death,,6071.0
260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,1977,True,Star Wars: Episode IV - A New Hope,"classic, space action, action, sci-fi, epic, great soundtrack, classic sci-fi, engrossing adventure, nerd, space epic, oldie but goodie, star wars, robots and androids, space, space adventure, darth vader, luke skywalker, space opera",11.0
261,Little Women (1994),Drama,1994,True,Little Women,louisa may alcott,9587.0
262,"Little Princess, A (1995)",Children|Drama,1995,True,"Little Princess, A","england, girl power, india",19101.0
263,Ladybird Ladybird (1994),Drama,1994,True,Ladybird Ladybird,,49980.0
265,Like Water for Chocolate (Como agua para chocolate) (1992),Drama|Fantasy|Romance,1992,True,Like Water for Chocolate (Como agua para chocolate),,18183.0
266,Legends of the Fall (1994),Drama|Romance|War|Western,1994,True,Legends of the Fall,,4476.0
267,Major Payne (1995),Comedy,1995,True,Major Payne,,11008.0
269,My Crazy Life (Mi vida loca) (1993),Drama,1993,True,My Crazy Life (Mi vida loca),,32325.0
270,Love Affair (1994),Drama|Romance,1994,True,Love Affair,,43742.0
271,Losing Isaiah (1995),Drama,1995,True,Losing Isaiah,,28313.0
272,"Madness of King George, The (1994)",Comedy|Drama,1994,True,"Madness of King George, The","england, mental illness",11318.0
273,Mary Shelley's Frankenstein (Frankenstein) (1994),Drama|Horror|Sci-Fi,1994,True,Mary Shelley's Frankenstein (Frankenstein),gothic,3036.0
274,Man of the House (1995),Comedy,1995,True,Man of the House,,40490.0
275,Mixed Nuts (1994),Comedy,1994,True,Mixed Nuts,,24070.0
276,Milk Money (1994),Comedy|Romance,1994,True,Milk Money,,8986.0
277,Miracle on 34th Street (1994),Drama,1994,True,Miracle on 34th Street,christmas,10510.0
278,Miami Rhapsody (1995),Comedy,1995,True,Miami Rhapsody,,17402.0
279,My Family (1995),Drama,1995,True,My Family,in netflix queue,38722.0
280,Murder in the First (1995),Drama|Thriller,1995,True,Murder in the First,prison,8438.0
281,Nobody's Fool (1994),Comedy|Drama|Romance,1994,True,Nobody's Fool,,11593.0
282,Nell (1994),Drama,1994,True,Nell,"disability, twins",1945.0
283,New Jersey Drive (1995),Crime|Drama,1995,True,New Jersey Drive,,39310.0
284,New York Cop (Nyû Yôku no koppu) (1993),Action|Crime,1993,True,New York Cop (Nyû Yôku no koppu),,109560.0
285,Beyond Bedlam (1993),Drama|Horror,1993,True,Beyond Bedlam,,56428.0
287,Nina Takes a Lover (1994),Comedy|Romance,1994,True,Nina Takes a Lover,,131957.0
288,Natural Born Killers (1994),Action|Crime|Thriller,1994,True,Natural Born Killers,"brutality, controversial, dark comedy, psychedelic, satire, stylized",241.0
289,Only You (1994),Comedy|Romance,1994,True,Only You,,9058.0
290,Once Were Warriors (1994),Crime|Drama,1994,True,Once Were Warriors,in netflix queue,527.0
291,Poison Ivy II (1996),Drama|Thriller,1996,True,Poison Ivy II,,18220.0
292,Outbreak (1995),Action|Drama|Sci-Fi|Thriller,1995,True,Outbreak,,6950.0
293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,1994,True,Léon: The Professional (a.k.a. The Professional) (Léon),"assassin, jean reno, hit men, action, assassination, assassins, awkward romance, corruption, crime, disturbing, drama, french, friendship, gary oldman, great acting, guns, hitman, humorous, imdb top 250, lolita theme, loneliness, love story, luc besson, natalie portman, organized crime, police, police corruption, quirky, sniper, tense, touching, unique",101.0
294,"Perez Family, The (1995)",Comedy|Romance,1995,True,"Perez Family, The",,63020.0
295,"Pyromaniac's Love Story, A (1995)",Comedy|Romance,1995,True,"Pyromaniac's Love Story, A",,2307.0
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,1994,True,Pulp Fiction,"good dialogue, great soundtrack, non-linear, cult film, drugs, quentin tarantino, tarantino, hit men, 1990s, achronological, action, action packed, aggressive, amazing, amazing dialogues, anthology, assassin, atmospheric, awesome, bad ass, bad language, bad-ass, bible, biblical references, big boys with guns, big name actors, black comedy, black humor, black humour, blood, blood splatters, bloody, bruce willis, brutality, casual violence, character development, characters, classic, classic movie, coke, comedy, conversation, cool, cool style, crime, crime scene scrubbing, cult, cult classic, dance, dancing, dark, dark comedy, dark humor, dialogue, different, diner, disjointed timeline, disturbing, drama, drug overdose, drugs & music, ensemble cast, entertaining, entirely dialogue, episodic, exciting, fast paced, fast-paced, film noir, film-noir, foul language, fun, funny, gangster, gangsters, genius, golden watch, good music, gore, great acting, great dialogue, gritty, guns, harvey keitel, heroin, highly quotable, hitman, homosexuality, humour, iconic, imdb top 250, innovative, intellectual, intelligent, intense, interesting, intertwining storylines, interwoven storylines, ironic, irony, john travolta, killer-as-protagonist, los angeles, mafia, masterpiece, meaningless violence, milkshake, mobster, mobsters, monologue, motherfucker, multiple stories, multiple storylines, neo-noir, noir, non-linear timeline, nonlinear, nonlinear narrative, nonlinear storyline, nonlinear timeline, notable soundtrack, offensive, organised crime, organized crime, original, original plot, out of order, palme d'or, parody, philosophical, pop culture references, psychological, pulp, quirky, quotable, r:disturbing violent content including rape, r:disturbing violent images, r:graphic sexuality, r:some violence, r:strong bloody violence, r:strong language, r:sustained strong stylized violence, r:violence, random, rape, retro, roger avary, royal with cheese, samuel l. jackson, sarcasm, satire, sexy, smart writing, sophisticated, soundtrack, splatter, steve buscemi, storytelling, stylish, stylized, suspense, thought-provoking, thriller, travolta, twist ending, uma thurman, unique, unpredictable, unusual, very funny, violence, violent, witty",680.0
298,Pushing Hands (Tui shou) (1992),Drama,1992,True,Pushing Hands (Tui shou),,25296.0
299,Priest (1994),Drama,1994,True,Priest,,40156.0
300,Quiz Show (1994),Drama,1994,True,Quiz Show,tv,11450.0
301,Picture Bride (Bijo photo) (1994),Drama|Romance,1994,True,Picture Bride (Bijo photo),,30304.0
302,"Queen Margot (Reine Margot, La) (1994)",Drama|Romance,1994,True,"Queen Margot (Reine Margot, La)",,10452.0
303,"Quick and the Dead, The (1995)",Action|Thriller|Western,1995,True,"Quick and the Dead, The",,12106.0
304,Roommates (1995),Comedy|Drama,1995,True,Roommates,,161495.0
305,Ready to Wear (Pret-A-Porter) (1994),Comedy,1994,True,Ready to Wear (Pret-A-Porter),,3586.0
306,Three Colors: Red (Trois couleurs: Rouge) (1994),Drama,1994,True,Three Colors: Red (Trois couleurs: Rouge),,110.0
307,Three Colors: Blue (Trois couleurs: Bleu) (1993),Drama,1993,True,Three Colors: Blue (Trois couleurs: Bleu),death,108.0
308,Three Colors: White (Trzy kolory: Bialy) (1994),Comedy|Drama,1994,True,Three Colors: White (Trzy kolory: Bialy),"marriage, cynical",109.0
310,Rent-a-Kid (1995),Comedy,1995,True,Rent-a-Kid,,36357.0
