movieId,title,genres,year,has_year,title_clean
239,"Goofy Movie, A (1995)",Animation|Children|Comedy|Romance,1995,True,"Goofy Movie, A"
240,Hideaway (1995),Thriller,1995,True,Hideaway
241,Fluke (1995),Children|Drama,1995,True,Fluke
242,Farinelli: il castrato (1994),Drama|Musical,1994,True,Farinelli: il castrato
243,Gordy (1995),Children|Comedy|Fantasy,1995,True,Gordy
246,Hoop Dreams (1994),Documentary,1994,True,Hoop Dreams
247,Heavenly Creatures (1994),Crime|Drama,1994,True,Heavenly Creatures
248,Houseguest (1994),Comedy,1994,True,Houseguest
249,Immortal Beloved (1994),Drama|Romance,1994,True,Immortal Beloved
250,Heavyweights (Heavy Weights) (1995),Children|Comedy,1995,True,Heavyweights (Heavy Weights)
251,"Hunted, The (1995)",Action,1995,True,"Hunted, The"
252,I.Q. (1994),Comedy|Romance,1994,True,I.Q.
253,Interview with the Vampire: The Vampire Chronicles (1994),Drama|Horror,1994,True,Interview with the Vampire: The Vampire Chronicles
254,Jefferson in Paris (1995),Drama,1995,True,Jefferson in Paris
255,"Jerky Boys, The (1995)",Comedy,1995,True,"Jerky Boys, The"
256,Junior (1994),Comedy|Sci-Fi,1994,True,Junior
257,Just Cause (1995),Mystery|Thriller,1995,True,Just Cause
258,"Kid in King Arthur's Court, A (1995)",Adventure|Children|Comedy|Fantasy|Romance,1995,True,"Kid in King Arthur's Court, A"
259,Kiss of Death (1995),Crime|Drama|Thriller,1995,True,Kiss of Death
260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,1977,True,Star Wars: Episode IV - A New Hope
261,Little Women (1994),Drama,1994,True,Little Women
262,"Little Princess, A (1995)",Children|Drama,1995,True,"Little Princess, A"
263,Ladybird Ladybird (1994),Drama,1994,True,Ladybird Ladybird
265,Like Water for Chocolate (Como agua para chocolate) (1992),Drama|Fantasy|Romance,1992,True,Like Water for Chocolate (Como agua para chocolate)
266,Legends of the Fall (1994),Drama|Romance|War|Western,1994,True,Legends of the Fall
267,Major Payne (1995),Comedy,1995,True,Major Payne
269,My Crazy Life (Mi vida loca) (1993),Drama,1993,True,My Crazy Life (Mi vida loca)
270,Love Affair (1994),Drama|Romance,1994,True,Love Affair
271,Losing Isaiah (1995),Drama,1995,True,Losing Isaiah
272,"Madness of King George, The (1994)",Comedy|Drama,1994,True,"Madness of King George, The"
273,Mary Shelley's Frankenstein (Frankenstein) (1994),Drama|Horror|Sci-Fi,1994,True,Mary Shelley's Frankenstein (Frankenstein)
274,Man of the House (1995),Comedy,1995,True,Man of the House
275,Mixed Nuts (1994),Comedy,1994,True,Mixed Nuts
276,Milk Money (1994),Comedy|Romance,1994,True,Milk Money
277,Miracle on 34th Street (1994),Drama,1994,True,Miracle on 34th Street
278,Miami Rhapsody (1995),Comedy,1995,True,Miami Rhapsody
279,My Family (1995),Drama,1995,True,My Family
280,Murder in the First (1995),Drama|Thriller,1995,True,Murder in the First
281,Nobody's Fool (1994),Comedy|Drama|Romance,1994,True,Nobody's Fool
282,Nell (1994),Drama,1994,True,Nell
283,New Jersey Drive (1995),Crime|Drama,1995,True,New Jersey Drive
284,New York Cop (Nyû Yôku no koppu) (1993),Action|Crime,1993,True,New York Cop (Nyû Yôku no koppu)
285,Beyond Bedlam (1993),Drama|Horror,1993,True,Beyond Bedlam
287,Nina Takes a Lover (1994),Comedy|Romance,1994,True,Nina Takes a Lover
288,Natural Born Killers (1994),Action|Crime|Thriller,1994,True,Natural Born Killers
289,Only You (1994),Comedy|Romance,1994,True,Only You
290,Once Were Warriors (1994),Crime|Drama,1994,True,Once Were Warriors
291,Poison Ivy II (1996),Drama|Thriller,1996,True,Poison Ivy II
292,Outbreak (1995),Action|Drama|Sci-Fi|Thriller,1995,True,Outbreak
293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,1994,True,Léon: The Professional (a.k.a. The Professional) (Léon)
294,"Perez Family, The (1995)",Comedy|Romance,1995,True,"Perez Family, The"
295,"Pyromaniac's Love Story, A (1995)",Comedy|Romance,1995,True,"Pyromaniac's Love Story, A"
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,1994,True,Pulp Fiction
298,Pushing Hands (Tui shou) (1992),Drama,1992,True,Pushing Hands (Tui shou)
299,Priest (1994),Drama,1994,True,Priest
300,Quiz Show (1994),Drama,1994,True,Quiz Show
301,Picture Bride (Bijo photo) (1994),Drama|Romance,1994,True,Picture Bride (Bijo photo)
302,"Queen Margot (Reine Margot, La) (1994)",Drama|Romance,1994,True,"Queen Margot (Reine Margot, La)"
303,"Quick and the Dead, The (1995)",Action|Thriller|Western,1995,True,"Quick and the Dead, The"
304,Roommates (1995),Comedy|Drama,1995,True,Roommates
305,Ready to Wear (Pret-A-Porter) (1994),Comedy,1994,True,Ready to Wear (Pret-A-Porter)
306,Three Colors: Red (Trois couleurs: Rouge) (1994),Drama,1994,True,Three Colors: Red (Trois couleurs: Rouge)
307,Three Colors: Blue (Trois couleurs: Bleu) (1993),Drama,1993,True,Three Colors: Blue (Trois couleurs: Bleu)
308,Three Colors: White (Trzy kolory: Bialy) (1994),Comedy|Drama,1994,True,Three Colors: White (Trzy kolory: Bialy)
310,Rent-a-Kid (1995),Comedy,1995,True,Rent-a-Kid
311,Relative Fear (1994),Horror|Thriller,1994,True,Relative Fear
312,Stuart Saves His Family (1995),Comedy,1995,True,Stuart Saves His Family
313,"Swan Princess, The (1994)",Animation|Children,1994,True,"Swan Princess, The"
314,"Secret of Roan Inish, The (1994)",Children|Drama|Fantasy|Mystery,1994,True,"Secret of Roan Inish, The"
315,"Specialist, The (1994)",Action|Drama|Thriller,1994,True,"Specialist, The"
316,Stargate (1994),Action|Adventure|Sci-Fi,1994,True,Stargate
317,"Santa Clause, The (1994)",Comedy|Drama|Fantasy,1994,True,"Santa Clause, The"
318,"Shawshank Redemption, The (1994)",Crime|Drama,1994,True,"Shawshank Redemption, The"
319,Shallow Grave (1994),Comedy|Drama|Thriller,1994,True,Shallow Grave
320,Suture (1993),Film-Noir|Thriller,1993,True,Suture
321,Strawberry and Chocolate (Fresa y chocolate) (1993),Drama,1993,True,Strawberry and Chocolate (Fresa y chocolate)
322,Swimming with Sharks (1995),Comedy|Drama,1995,True,Swimming with Sharks
324,"Sum of Us, The (1994)",Comedy|Drama,1994,True,"Sum of Us, The"
325,National Lampoon's Senior Trip (1995),Comedy,1995,True,National Lampoon's Senior Trip
326,To Live (Huozhe) (1994),Drama,1994,True,To Live (Huozhe)
327,Tank Girl (1995),Action|Comedy|Sci-Fi,1995,True,Tank Girl
328,Tales from the Crypt Presents: Demon Knight (1995),Horror|Thriller,1995,True,Tales from the Crypt Presents: Demon Knight
329,Star Trek: Generations (1994),Adventure|Drama|Sci-Fi,1994,True,Star Trek: Generations
330,Tales from the Hood (1995),Action|Crime|Horror,1995,True,Tales from the Hood
331,Tom & Viv (1994),Drama,1994,True,Tom & Viv
332,Village of the Damned (1995),Horror|Sci-Fi,1995,True,Village of the Damned
333,Tommy Boy (1995),Comedy,1995,True,Tommy Boy
334,Vanya on 42nd Street (1994),Drama,1994,True,Vanya on 42nd Street
335,Underneath (1995),Mystery|Thriller,1995,True,Underneath
336,"Walking Dead, The (1995)",Drama|War,1995,True,"Walking Dead, The"
337,What's Eating Gilbert Grape (1993),Drama,1993,True,What's Eating Gilbert Grape
338,Virtuosity (1995),Action|Sci-Fi|Thriller,1995,True,Virtuosity
339,While You Were Sleeping (1995),Comedy|Romance,1995,True,While You Were Sleeping
340,"War, The (1994)",Adventure|Drama|War,1994,True,"War, The"
341,Double Happiness (1994),Drama,1994,True,Double Happiness
342,Muriel's Wedding (1994),Comedy,1994,True,Muriel's Wedding
343,"Baby-Sitters Club, The (1995)",Children,1995,True,"Baby-Sitters Club, The"
344,Ace Ventura: Pet Detective (1994),Comedy,1994,True,Ace Ventura: Pet Detective
345,"Adventures of Priscilla, Queen of the Desert, The (1994)",Comedy|Drama,1994,True,"Adventures of Priscilla, Queen of the Desert, The"
346,Backbeat (1993),Drama|Musical,1993,True,Backbeat
347,Bitter Moon (1992),Drama|Film-Noir|Romance,1992,True,Bitter Moon
348,Bullets Over Broadway (1994),Comedy,1994,True,Bullets Over Broadway
349,Clear and Present Danger (1994),Action|Crime|Drama|Thriller,1994,True,Clear and Present Danger
350,"Client, The (1994)",Drama|Mystery|Thriller,1994,True,"Client, The"
351,"Corrina, Corrina (1994)",Comedy|Drama|Romance,1994,True,"Corrina, Corrina"
352,Crooklyn (1994),Comedy|Drama,1994,True,Crooklyn
353,"Crow, The (1994)",Action|Crime|Fantasy|Thriller,1994,True,"Crow, The"
354,Cobb (1994),Drama,1994,True,Cobb
355,"Flintstones, The (1994)",Children|Comedy|Fantasy,1994,True,"Flintstones, The"
356,Forrest Gump (1994),Comedy|Drama|Romance|War,1994,True,Forrest Gump
357,Four Weddings and a Funeral (1994),Comedy|Romance,1994,True,Four Weddings and a Funeral
358,Higher Learning (1995),Drama,1995,True,Higher Learning
359,I Like It Like That (1994),Comedy|Drama|Romance,1994,True,I Like It Like That
360,I Love Trouble (1994),Action|Comedy,1994,True,I Love Trouble
361,It Could Happen to You (1994),Comedy|Drama|Romance,1994,True,It Could Happen to You
362,"Jungle Book, The (1994)",Adventure|Children|Romance,1994,True,"Jungle Book, The"
363,"Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die) (1993)",Documentary,1993,True,"Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die)"
364,"Lion King, The (1994)",Adventure|Animation|Children|Drama|Musical|IMAX,1994,True,"Lion King, The"
365,Little Buddha (1993),Drama,1993,True,Little Buddha
366,"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A) (1994)",Drama|Horror|Mystery|Thriller,1994,True,"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A)"
367,"Mask, The (1994)",Action|Comedy|Crime|Fantasy,1994,True,"Mask, The"
368,Maverick (1994),Adventure|Comedy|Western,1994,True,Maverick
369,Mrs. Parker and the Vicious Circle (1994),Drama,1994,True,Mrs. Parker and the Vicious Circle
370,Naked Gun 33 1/3: The Final Insult (1994),Action|Comedy,1994,True,Naked Gun 33 1/3: The Final Insult
371,"Paper, The (1994)",Comedy|Drama,1994,True,"Paper, The"
372,Reality Bites (1994),Comedy|Drama|Romance,1994,True,Reality Bites
373,Red Rock West (1992),Thriller,1992,True,Red Rock West
374,Richie Rich (1994),Children|Comedy,1994,True,Richie Rich
376,"River Wild, The (1994)",Action|Thriller,1994,True,"River Wild, The"
377,Speed (1994),Action|Romance|Thriller,1994,True,Speed
378,Speechless (1994),Comedy|Romance,1994,True,Speechless
379,Timecop (1994),Action|Sci-Fi|Thriller,1994,True,Timecop
380,True Lies (1994),Action|Adventure|Comedy|Romance|Thriller,1994,True,True Lies
381,When a Man Loves a Woman (1994),Drama|Romance,1994,True,When a Man Loves a Woman
382,Wolf (1994),Drama|Horror|Romance|Thriller,1994,True,Wolf
383,Wyatt Earp (1994),Western,1994,True,Wyatt Earp
384,Bad Company (1995),Action|Crime|Drama,1995,True,Bad Company
385,"Man of No Importance, A (1994)",Drama,1994,True,"Man of No Importance, A"
386,S.F.W. (1994),Drama,1994,True,S.F.W.
387,"Low Down Dirty Shame, A (1994)",Action|Comedy,1994,True,"Low Down Dirty Shame, A"
388,Boys Life (1995),Drama,1995,True,Boys Life
389,"Colonel Chabert, Le (1994)",Drama|Romance|War,1994,True,"Colonel Chabert, Le"
390,Faster Pussycat! Kill! Kill! (1965),Action|Crime|Drama,1965,True,Faster Pussycat! Kill! Kill!
391,Jason's Lyric (1994),Crime|Drama,1994,True,Jason's Lyric
