movieId,title_clean,phash
38,It Takes Two,e96ae6ed92b14996e4bc6b2dc13c1b49c4ccecb39983f024ca42b93acb1a86ed
39,Clueless,fc2c70abb3030574cf5e4b1892d8965799d68f38cced22ea6e197a5c730c6929
40,"Cry, the Beloved Country",9fff9105f00062885aaa1effa5510fefe9066688c46461f2a4581ffccd07b6d5
41,Richard III,af403b1893333366c1ecb1b994bbce76c4b7330790ec9ce494e6ccccd0c9cad8
42,Dead Presidents,f58199db105dbe517bfae1210da78d1e6a2a5ee2921c723ad0e314cc6bb29e0b
43,Restoration,c1ec9c05e493e7981a6d92e16f3f3692b9c9c25487267874b49e6d0d70d22f2d
44,Mortal Kombat,841e6be978e1971e4f0e1ce53a51631e95ae98f16611338ed96bc4e432d29a5b
45,To Die For,c0f8ec60bf078f8bb61f38bee8ec8e58b998b3c4e123c333ae678866c4c60e23
46,How to Make an American Quilt,c031e11073cb1c8f2cee3e4633e61bb81c99d4adeb0fc3138f1bc6b5f228e4e8
47,Seven (a.k.a. Se7en),c014e1915beb1f61bc40d10f61fb92be4ab96c423123337b0fec4efd66e093b1
48,Pocahontas,81f67c4b7218c6771dc3dc86733e26c83e5719344bc6871919b0367accc5b665
49,When Night Is Falling,c3ccca0d7c3131e370e6b5e46e183c3898f1dbc38e4de719e31a63450ec71cd6
50,"Usual Suspects, The",ba60bae6c5d7c51b6f189a1c1aed21de94287ea0684608f3c57ae51e1dbe9370
52,Mighty Aphrodite,f5c3e1f703bf70b8403828387e030f076efd81d00ff81f701c381c7e3c5e037f
53,Lamerica,c4dde49d56d01ed0699d693b4c667564f56d2d4ba209126854e7e1a2dbb26936
54,"Big Green, The",8abd83af25469d19d22272a4fc98ca03f702fcdc4a550177811965497ce73fdb
55,Georgia,86ce60c00b99c1fc94ce11dba1baa0fd5a47bf67a4d786371c6e5caa5e29838c
57,Home for the Holidays,f90d6a1d04f201d22b1c254795537b3c3b4e87c586bdc3dc815a3f433b835e3e
58,"Postman, The (Postino, Il)",cd134cbe12e1bd45e9bcf3232647c6b8bb302469a4d590fb90863bd424eb26de
60,"Indian in the Cupboard, The",d39cf1f119e31b8bbf0ecf0e8a190db47c24c324c7a53cc1f2c292d92c76b44b
61,Eye for an Eye,c631e1f843f9b99f380f47030fc09c70382c0f3e1f8338c18fa03cf7f21ec71f
62,Mr. Holland's Opus,cc09330c3cf36a3bc32e90bef012cecb1cc42cfc92ee927ba53b6f052b517e90
63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,bc3491eb525d6f1ec4fb3824096024f9d6971d3691ec4be1cd1a1c69a4f493cd
64,Two if by Sea,c557a9673845729ce6a84fea1ed2c4d1d86d9a4a649be73d9368170e8d8cc961
65,Bio-Dome,8145aaeb85a088351a3f309b68cfc26387bd7d1c7714a6aada87ba356299d35d
66,Lawnmower Man 2: Beyond Cyberspace,b97409df6e15e16aaa156a9dd9a00a687e910aa185ea7a1e17c3e0f056fe7987
68,French Twist (Gazon maudit),8eeff410abdd05aa54f6e5e29a0dda5c4943c2bdc634e94f900a9c713d315e8c
69,Friday,89368c8bf6c9bb545948e6bb4a17174895a9491d9c173091625cea7b6bb19de5
70,From Dusk Till Dawn,c414b09339aa7f4c0fd50bbce87c2e16b483d08bf179e87c878e37929ed15c2c
71,Fair Game,8fdfc885280de3f4e15135b1c0820effdd4697dbdb263d32cc042914b17bcb23
72,Kicking and Screaming,a92be693abde19a1d6633b0dc1dc3bcab4350a548744f18ed4a14e5bd44d9794
73,"Misérables, Les",da5225880fa5e8fcfa5b038fb1a472d6dd38ba472582d5a50afd1c72278cc879
74,Bed of Roses,9eb786ad7a28d09e98b08d0895cfc39e4b9adcd14d518c10d62d727eb3545a67
75,Big Bully,eae9c24b914518ecd7822d356b7ff6418609d6baf9a48b1ce1990653a66f3564
76,Screamers,d9c4933126655b8c69996eee1a722ef366fa90d938f9e40d1b27e8143e0f990c
77,Nico Icon,a4f804cfdbaf26ecc58f7f2d0f5044f23215cdd2adb10f820e72f04c0b7a8f98
78,"Crossing Guard, The",91085dbaa6d7126d696685907e0bdb349c9e0dcb99593ca25e91746d53ae0bd9
79,"Juror, The",c6c1c6f9693139171cca9ec41e2db4799cd16a79e3646766e1b88185e3cb9e81
80,"White Balloon, The (Badkonake sefid)",8f07cad24acbb4b4d87c163c881f6f78860f5be1568223ecc8bf148a4bfd1179
81,Things to Do in Denver When You're Dead,ce1ec61e339731613861334833dad3d3c8f3ce2c8f2c87267786730dd96329e1
82,Antonia's Line (Antonia),b366ce1bccc43199c63b90649399ce3838d1cb1e36766723c58e6988cfc76666
83,Once Upon a Time... When We Were Colored,b7d95bd6f9a206e91227e136463939348b96e5d1e4de1c1c94d82bc6d1e062cd
85,Angels and Insects,c4d7329994c7e1791d8e3463c93c6f2318f050e747a16cfc59a344ec6fa75831
86,White Squall,b845c0f667397328b19c1dc41e35c8b347d3398785c74ee4ae46463dd399d728
87,Dunston Checks In,fcab39130b544de8d0f430b419b18935436d3b72b30cab8d33cef26caa5964de
88,Black Sheep,ad99519ab1b64a46666c4fdcb4c10e57e2291fff6a049d636299c9cc1f8ae4c1
89,Nick of Time,e85047480780193b279b62e1bb2f3f8e8ef1910cb7c60f73a13970ec0ff7789c
92,Mary Reilly,baff9f15f10261cc8fd1462ac7bc6b1cb16c6665b43594c2e65709d08ccc6c8e
93,Vampire in Brooklyn,c323c33832dc38c34c9e3e3c3c63c7c7670c19b099f1787c0f063d6f3b2d8f06
94,Beautiful Girls,eefba5c091445abb41bfc0056e603d5a11e236b4c415c8e97beb27163fc0bec9
95,Broken Arrow,c264e2653dc82dda3db39d3f3d25a3cc33cec25a642dc6c0647e3b078d90643d
96,In the Bleak Midwinter,aa94ea12c17a6135b6cd96c97d2b2d0f917500e96f8e6e123e1097350f3f70ea
97,"Hate (Haine, La)",ed50ed5500ff130b9fa2bcec38ef531d8790c1d16076e86abf2213a8603d5e1e
99,Heidi Fleiss: Hollywood Madam,c1f93e263682303fd12d2e60cdb3c98ece0f2ec1347cd326b1fc033bcf81f1b0
100,City Hall,9620d26f6993acb04edc69c6312086bd9b9a9ee43269139a96b6cb6c2dab6dd2
101,Bottle Rocket,eeeb587a9116e588c049b2553df5cc909353316f4c96ed1a636b1740c9ab5ca7
102,Mr. Wrong,fdd172a162aaf553b44912e9d4754ce3cd2594b63e9b561aca492a5d456c552c
103,Unforgettable,8170f1534ad34fd33fdbb51dfd2d712c61a524b1a0d5295387479346b5a89ca8
104,Happy Gilmore,e6c49269111be9961b70e6cf7a4b1e25a1ea5817fc970b48e1bf1ca96e5082f6
105,"Bridges of Madison County, The",9bc503493468e47e69863ab5b2b1163bcc0f4bc6b1c0f2fc4e86f89985d95c79
106,Nobody Loves Me (Keiner liebt mich),fd60ff915a95bc44461fcf3add6a09fb0addc26c046f2f70b9503a8342a8a670
107,Muppet Treasure Island,81409d541abf7300e5674eff760367276a2568c42cc466bac7a86fe35abb178c
108,Catwalk,942b96af6ed16d50682e995c6bf07bb5d1b762334a05d84ec4496bfcd2c095a1
110,Braveheart,ef179e9615ea44295a4563dc44794ce2718613386a55bd4b354beecdeccf1070
111,Taxi Driver,c4511d9eb3be662ba667484648c4bf8b52b9b8d9b9522666d2ed6ae4bd42c01b
112,Rumble in the Bronx (Hont faan kui),8ef5923c897c8017f88757add6c81ad5eb4728ebf1ea69202fa1e69106d61536
113,Before and After,c0160439a47277f797eb4b432825963554b668f2d5a95289ffd614f8b3f9310c
116,Anne Frank Remembered,90a83d5ae8bae3b0350b0cfe4b50312f36f44b447b976ec526f29750d885ee47
117,"Young Poisoner's Handbook, The",c5ce2da8383b3a703ea5c2c76994de18564e5b5272f0d4b4971f4d4fca783138
118,If Lucy Fell,f7fbbc71c1354bef83c643c4b802c0bad9b043e6e7cd8c19c43988263ba3b345
119,"Steal Big, Steal Little",aad17079f6c287878d3f4a959028316a33d3917d9f459c14ce887a95f8b8d46b
121,"Boys of St. Vincent, The",dd9d8760811dc99aa6c397b1f10e968c6366b2ee536630c3522698f35aa78dcb
122,Boomerang,ff51a7584937408d0481436d37febf32b2cab89bc84e47ee0c7d23f654a4b121
123,Chungking Express (Chung Hing sam lam),bbff69922ed246f0f604b64dc1e889f7fd02c610c07d30afc7e08fc099125637
125,Flirting With Disaster,aefa1eff9110b340e105c869dc20f8a0979d0dfb18f73ec27248865f275eb827
126,"NeverEnding Story III, The",fabf1afb86c16b76435ae429b5721bb1db89ad483ee490e489e172b28109c99c
128,Jupiter's Wife,80ae1eb06e43330fecb0c1aece942f41792f347cc6f44b456d133929e4f437d9
129,Pie in the Sky,d211852474cfdb52493116edae44d84a51b4cfdb1e6d3226eb4951d86bb40f77
132,Jade,f83bc0e09fc4c1f10fc0981f8388e23f1e1c3387e3f0b67e03c6e5cc9e03e1f9
135,Down Periscope,ec5b12b8473498c76f1671e9668cfd1e61e3285ca5a506529b9bbc5801acdf87
137,Man of the Year,ed6aeec7eb31149a188f9ad4c1183b2b596f82e80f317c46c4fc2723c41cd49f
140,Up Close and Personal,b26b1999dbb8f23578ba2690f28499a4b8241e6da641e737599474ddd2635cca
141,"Birdcage, The",eba2749eb55d8bc4cba957634a735274905448860cefbe097f20a7e9eb926194
144,"Brothers McMullen, The",d401fe99abd2a3e6ba0415ad3b99665ac4720bb149c1d789906e9e764e98bf1a
145,Bad Boys,ad108a3d52c9bd522afe4cae9d9206d7baadf329e43da590d3926c81667a8656
146,"Amazing Panda Adventure, The",8c3397cc36ec8d318bc9be338e29a3c3bc3c816cd6f9220cccd26313978e6e39
147,"Basketball Diaries, The",c70b986330ac1cd3331a67216dcc3e303267999899e3b44ee9c9e12b766ef659
148,"Awfully Big Adventure, An",917a317e3bd66f874ec96e706814c5366d87b042107a953eb59698c3eac56699
149,Amateur,a5d9ece9d04a9dd7603d3106197ad70c60e2b20c0bde622a9faae5554abbc51f
150,Apollo 13,fc00b54b2559c9415bffb6d404bd1dad83686e4a9cd201b4fe25f0c9739b8e32
151,Rob Roy,efaa6b78f883951d3f55ca97b3607ed29075f402897145a594dae2e4d8845a4a
152,"Addiction, The",8e3acd1a24c93265793233a769e798939699c91c969766ceceed9a5b2338c4a4
153,Batman Forever,d07ff8333d868df80fe1e706e4446c61bb2f1b34369cf69b809740e70f491c58
154,Beauty of the Day (Belle de jour),981665ad6f8a5b41e93e1eda2d458636256a5b95781bfa0e24af9cd937c11d22
155,Beyond Rangoon,bbbb3abbc24a9e7854ace10281429fd3cec5cf041f3bc4adcc251f0ed28358a7
156,Blue in the Face,f39e31930c61484c2b8677bbb6198d4d4866fcb2f11c4b5c2ced3c33c25b0b2f
157,Canadian Bacon,ff2ebb28297c657c6f07850fa1ddf589f3035203de20fc204a3cc2b8e1d1a9d1
158,Casper,d1c41b3968eee4d366bbc4cc3311cb2cb967c1631cf26793c48cbdbb62493a48
159,Clockers,ec7d2df75280d2018d7eadbe3a80d2c2636b0d7d9dbeb28462c5c01b1d3897b4
160,Congo,f0c0924b47c02c979a1f89c24caf4fe0597c93d0163df20f1fdee15f2fa2b6a0
161,Crimson Tide,d666df611dcd6dcde065e067638594452dc585de2ffd807ca0f60ad838785292
162,Crumb,f85a2dc995a48369cef085e9c0e092f66b840e5e6f0e6b71493d38f49cbd385a
163,Desperado,bb838773667c1b1c910364936430931c88cd60e76bb359ddfcd8b66ec324eb8c
164,Devil in a Blue Dress,d5bce3180bc306876bcf83c2a7219c14c07a6cfc7b3f085a1c34ffe06c697a3c
165,Die Hard: With a Vengeance,b112aba359c78d5f8e7d52045e40ed698dbc2d9328465ae376f991dc2965ea03
166,"Doom Generation, The",c69c668e715a905ed2ec6be3273b01525086bc0f7ceb63ce8786858970abfc17
168,First Knight,842650027df83fdc7987c627824dd1db441a2f247ae1e99c3672b363d1f9e02f
169,Free Willy 2: The Adventure Home,9783824f48fb1f80c737436639e2619f471d467c4ee6d84b30f1a1f0bb06bb2c
170,Hackers,d511f41b4cde876c322fe69566da7968b9912c97e624726b38d4a5a5072fd884
171,Jeffrey,f3ce9e336d1d9549c1a692dad161adf51ed12b6e748e6619c895a14497483972
172,Johnny Mnemonic,bbbac9b0c89149bb9754b76ef44168c5e149374eb715e613e450b95891443ce7
173,Judge Dredd,8ce18cc774e71c38572873233966932c7e988c5b477a73854547c76a3a9db8d4
174,Jury Duty,d9e70d987698246db048eee80c674b1c539eb1c77a338e735224d6e7a1776388
175,Kids,94336e4c6fcc93f3e03b482d37c627d290714da56f86960a6c7910f591a72d5b
176,Living in Oblivion,d27390e7c6d6e4f083c49bf890726e362f162419784b6e5b3f222b242d6785eb
177,Lord of Illusions,99cbb3a74c9d271a627f98ea81e216d9e499f3661b6c18666072e499fb621a64
178,Love & Human Remains,90d62cee670567a1f91bd3bd30789ac689699519669294e65ef661146763931b
179,Mad Love,af6616535133f0116f19ec0cc66f01b1e5a16e64bcc665ceb90f5a372c595b68
180,Mallrats,9cf4f202031b1de870c446f3de13f16f01edbd8198f2fe1e623e7e6413c89b11
181,Mighty Morphin Power Rangers: The Movie,d19ce08c436b9e632a02f59ad7969c47ee7d4ac595f432906a037cf3a0ddc899
183,Mute Witness,ebf2d9e85e8da6f7f549b03181f4c9cbce02d61693e94bd129846e4d36723028
184,Nadja,8b275b3db39864ce64e66636dd1819e9999b19ce9ae49b311b362e8c60d824f3
185,"Net, The",d1019a3b2f71ec2ce4c4bdd993b33c1cc8cc1333b33071ce1f999f1c43763263
186,Nine Months,9fd1602a11b25b36080e99715eecb2ddfe09cbef89dc64c059eee44582ca4ced
187,Party Girl,bff0ce07dc1b60389230b77e0dfc1999a7a0b9f44265a7c0e90e13cea1ccbf03
188,"Prophecy, The",da505e8f6698e55069adf050726b74b6709606efe450ca9bcb2cc9247babed30
189,Reckless,addd08cd612129af7b4fe222d42335fe16d2e2503cd93d9bce12ec103d2c9de8
190,Safe,e46fb9909b90646f254d53ba9e100be6d41b3f0a986eca906d8e904f26bff351
191,"Scarlet Letter, The",afea85d57890f25a8654958d3209726bb05d2fd98743d90f79ed9370a5006e2f
193,Showgirls,cccc98cc66333b23f3197333266622e6b339b73538cc4ab8d333c63769e78860
194,Smoke,944e940f69956bf52ff54efc6b9cb303b403c48bc58f956e14706c381f381b94
195,Something to Talk About,deaa25dca5551eb291b219aee3681e5d3b8db3191d186ca396e3c0c4c8cdea59
196,Species,c31c4cc43cf1b319b3ce49a666d7ae791b3031ceb191d66c1cccb333cb304ccb
198,Strange Days,c4c1e84b791613b63bb13d6295fab4e93480fc047ac183eea3fa789fc835c325
199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les)",8fc0d87ff03ee780a43f1cf0638199031d78b43e9786e2e57a710f584f0f4b83
201,Three Wishes,b729e727ccf34cc94b4d5b647d92bcc83ad214cb0f4da166e0574a3718332e19
202,Total Eclipse,b7fb9f85c980e4ca766f0230a03ec83bf9c1399c36001f30379293cf8dc7c6c7
203,"To Wong Foo, Thanks for Everything! Julie Newmar",bb955bb4cd6aa44b12975bb56f18a14a914ad479e4f83cc09e46c136c17abe38
204,Under Siege 2: Dark Territory,c4d96caeb466989b7a16e334339b853727a0bc63cccf6ce620441fc83d07738d
205,Unstrung Heroes,9943284e62b15ab514eef563791b9ac966c6653099d5d255f6e105cee57a9990
206,Unzipped,a6cc04cc99271b2572e564ce6f96b32ed26d49b1c932e526362e72dbcc588d59
207,"Walk in the Clouds, A",f7b273a06b30894cde4c14497c4b1c9b3c2bd69f3a4e72ac89b443d3c9bac259
208,Waterworld,fd9471894acb9cdcb4fc0cf6821f6364b73cd3375923a512ecc7f4c920ca8924
209,White Man's Burden,ce779391a325656165514cc86673dcd6dc9658924cdae642ca4bd9ab99b9a44d
210,Wild Bill,c9c69ce5325c6398632133399db38663627be0d67c4f9f06c9c4346f643c991d
211,"Browning Version, The",87958b6f68c365415e649a67bd9c3c665b6b7a942c21c2309c3bb56592b6b88d
212,Bushwhacked,e825d956529a176b2d846b5a5adc81f5b521732a2ad6587c7c252bd185f6e07a
213,Burnt by the Sun (Utomlyonnye solntsem),e20a6b8ec9ffb0511f0fcd81947f1ff5c03966fcd90095e14ee37a18e400b0f6
214,Before the Rain (Pred dozhdot),8723832afb596ad82a758d27252eb4434c5e9e75d2e2169a64e8c6f9c8717a69
215,Before Sunrise,be7fa95da1d026aada4dc94025a0c78c6bdb1ed3d82d6b6d87f0948ab124ba34
216,Billy Madison,9102c07f0fff1a806abc85604ba367bc3e6b2c6163915e93b7ca5a4f674479ac
217,"Babysitter, The",cb1ccf8c26697262392399a3d294cd9966cbf064796e1f66c6302e309e71736d
218,Boys on the Side,8091a9bbf95cd64c76c386630b364b3fd93dd0d9f0ec78eef00291e31d838d90
219,"Cure, The",fb2a3d48958ad30e4c8644b5c2f02ce12e738b6387bb4ea8999cfa14bcc7b5c3
220,Castle Freak,84479e641eac6773e7134aa94998ed7872e336b3a115d31c5accb9cc6b0cb12e
222,Circle of Friends,bbac5ecc9c4b9237c332c4dd25cce14961137b503e4338bf90fc9c47c7784788
223,Clerks,fae54aedc43b36b0f067c5430fd8b0dfb0160f98e0c7e06437f29d5ac7146491
224,Don Juan DeMarco,ebaac01f96509ddc9585725dc15417a1bd554aeae057bdb9b4052b56d12579a8
225,Disclosure,e5e1c7879298d678d27b464bcf479f041cb4d87839b6c316c9e38be23b601c46
227,Drop Zone,c71c1431d043e0642dbd43aa7eec0f0fcae97fec8321988df6724d31f1171cdc
228,Destiny Turns on the Radio,bf85c0fa84ee3f85c87ab647916b6d10b207936b4d3cc9c73c84c268cbd08db6
229,Death and the Maiden,cc12384b334c631c6d33b183616ec44c9ecccd19ceb369b367274ee626c553be
230,Dolores Claiborne,f8abf003c00d48cf27fed0feb03f2119c2a62760f9e037913b199a13363c69bf
231,Dumb & Dumber (Dumb and Dumber),ab27d6feb6ac4b960949c734e671b8c9b54ac849c5b78d6084c8a61e5a37513d
232,Eat Drink Man Woman (Yin shi nan nu),f8be8765086e5fdbe63d90bb87517e0660c08f96de40713ac3d50f638401785f
233,Exotica,999cb44f267399b398ccc26d49b366994a6c4a6e4893c99a66cc664bed368d36
234,Exit to Eden,d0940ba0af63f054783ebc3fa4c6fea28b3bedddf3c4d2002403844c575c53f7
235,Ed Wood,e11ed0fe168c8b3f5fe2a403689754b12a716f804a913f21397ee97935e16a0f
236,French Kiss,eee0841f14a48bf7d10e67e37e81ca1e95f095616b1e7bc224a9cc1c83d7ee50
237,Forget Paris,856ddad76a9385aec2ba7b383d606ed6e057d9a90d48a574449646891b64ff06
238,Far From Home: The Adventures of Yellow Dog,eee6ad72204ddd803f23b25e91f99f868e2e28ed7b44053d6ca6c50024fcee52
239,"Goofy Movie, A",a1062ed90bfb14b75205c378d49a74011d71ed0ecfe76ad096deb92730f5c8d4
240,Hideaway,a78bae3b436539e0ad06b0cd2c1eba81c8e34bdb1266619ed8e5171c67d6c731
241,Fluke,f79152d39d2333bcb619a93d80fe884da2340d83f494ae7313ccd5b4b1d3833c
242,Farinelli: il castrato,d625095a3b10c4ed1e4c6b12906d884eed93027ab92dbc876963f3341cdefde5
243,Gordy,bc78e99743e3b25af4da49346985be69439931e2cc13ce6491cbb6c9873c48b4
246,Hoop Dreams,fad00529467cbbc0352ffa7c2d23752798d4c732ccb339e1e71e089972c9258d
247,Heavenly Creatures,c27c5b6339aa6dd56c846688e259b0686b9cb4be9ed6d33b186017a692333e4b
248,Houseguest,fab2a76d801455a69e2942a3cd4d3c9876a038dd0fe368fc32b9ad0ee073da2d
249,Immortal Beloved,d332963338e1e98c872cb49aeed3c379f828a787a0b7d8048bf2d13b8e01c6fc
250,Heavyweights (Heavy Weights),bf8e4211d2f3f5e6c599c6e9e0443b93bed02d0c728f8007cd3b685ac9760b71
251,"Hunted, The",864bc6ea39c57b146b35187639ceb59b92e364b54cb8368e618e5b4c6b614d91
252,I.Q.,b1dd8f77a421d3f4d29e25c45d61e019a7fa12fe98c19f41c97a819d358438a6
253,Interview with the Vampire: The Vampire Chronicles,d0a1918019c8cd4b06cf127f47347fb07ef866f03b61f3019313f21369b77ca7
254,Jefferson in Paris,ce33c71b318738ec3e78b4726ce39981b31e4e9ccd9239b73645c4c859a57306
255,"Jerky Boys, The",b153cf40faa1c6aacd19f1156eefd1664e3c70d10bee8b7f3500b024c1c3b639
256,Junior,eac1b53c113229b2fcc7320c2d70fd0f1e286067cf987ca3176e6a7969931f0e
257,Just Cause,e450e4387aac3bd9c3fb42e778059f03675895b434af9d8a4771487c4837a34e
258,"Kid in King Arthur's Court, A",964218a2de69496d691be907cb93cf098fb43598acb63c900c38ae6bfc5a2cf7
259,Kiss of Death,8349626949d22d963f0e532dbc05d06338529e4127e9c5b669fc6c3fcf37c349
260,Star Wars: Episode IV - A New Hope,83b479261064b266c7ec78999e5e8fc7284bd0a91f1cc330684f37a79de64cf2
261,Little Women,a4220a37afddfdccc5c2950b1a34f8056063e0dbe6c7c6bccb0c4b78db7039b1
262,"Little Princess, A",bbaad053e4b45ba906db3d743f68608b92b4cf7d8b503d007ceff006301143fb
263,Ladybird Ladybird,c60617fff80070fb8bc7ee02023f7ee0607f31c23c1f841c8efc3d0539f9e189
265,Like Water for Chocolate (Como agua para chocolate),c404e88165cf9d3f33131b5e0f2d0fdc0dcc1d9a3fe196723f28d5a139b37188
266,Legends of the Fall,d57df3310a5faec478a63d96bc94f4113c81b4c6b32619162c9cc649c93369bd
267,Major Payne,949cbfcc6027d0b73bf3a0795ee89b98a01a140cda6e6177ade3d181bb118d33
269,My Crazy Life (Mi vida loca),beaf3bbc5154bea594892649f7207334d2d6ac41154cfb5a2c954ee15a6c8137
270,Love Affair,999959992dde69625a36955ed6a4a6a4296faab7195385485ad9b4c946bdc614
271,Losing Isaiah,bdc61cced84e7ac02ff469f7f269c64849b1093736431cc11b263a3cccd9e313
272,"Madness of King George, The",cc5e8c4e31a831e99a174e15e695c5ef91ee93a886e86c7aeb19939592873e05
273,Mary Shelley's Frankenstein (Frankenstein),9c69b469b7f99bfd339e331d9a4942c2c631ce69c4ce9b34925162dc0b929159
274,Man of the House,ae0bd3e0c19e17e9b24fc9e6a774b40b4c3d13f292934dc53c7b932481b55e03
275,Mixed Nuts,87d8a9eb60eb9214125ee02ce4b0d182b5a5d6715a5aa9bab5751bc64e9a7e1d
276,Milk Money,81c5f635d9eaa7a2892396cde1b63b46e493e12ca693f0e482ffb194ce5b0152
277,Miracle on 34th Street,dc9306a660fe3b0b69e0e72f603c27ac1a6286737331c1bd647fda03275ed892
278,Miami Rhapsody,c7008f3b38e571e033107c04346781fb8fba9fbc43cd99553c33322566ef451f
279,My Family,819611c61e696e397ee96a5a4206934ce92b91fd81d6acc71f255c0a37fb6f09
280,Murder in the First,86cdc68d6d1a793c796cf272643131b1b9cb34c79667736dc3d8e099418439a5
281,Nobody's Fool,d3ba9b931cbd858c6669e37a6ac7ec32eca068ceaf49022eaf9260c3f0c6f248
282,Nell,ea9594ea152aef148f65b38223d24965f2d5566ece2d199a6c29a8d934cae666
283,New Jersey Drive,d01770e9681a8c0560e91f503bf1d0873fbc6b729b0f991d2f166cf5864e70fc
284,New York Cop (Nyû Yôku no koppu),d8f6f2df711f0d272f613fa03f2015308c7c9efc333836108c52d0d6709f622f
285,Beyond Bedlam,8424c7f4439f639ac4c89c0feecb7881687fb05846d9e19edfe2d0269b647469
287,Nina Takes a Lover,e1b4cf9e858df6cb22491e69b6c393cf316d3328261c6751ce2a9b393330e334
288,Natural Born Killers,bd82aea20f3471aaf8bf9c57760bc3800bd49c72c136932d2459859d1f8fe4f1
289,Only You,c14d5a5a24b4d3ca6ca927b95a8f28e7f43839acbd578d4e2052e5393abc49c5
290,Once Were Warriors,d17b2f947685b03b0b58d68f3e30635cb5860fc17271b506497eb1123643cafd
291,Poison Ivy II,8f7f4e96c09936e97b22819970b73b63a68cceca81f370960e656c92c9ccc273
292,Outbreak,831cc63c1cb3784b68611d963cc3696c95bc3e1b99716d473cd397a762e49259
293,Léon: The Professional (a.k.a. The Professional) (Léon),d431f85e85e10f0fb20cb2f8099e8cb13b0b93f1330e96352e3eb66534e166cf
